customer_id,purchase_amount,category,purchase_date,quantity,age,location,customer_tenure_months,income_level,month,day_of_week,hour,satisfaction_score
99,48.15,Fashion,2023-03-25,1,35,Suburban,2,Medium,3,Saturday,0,30
99,150.21,Home & Garden,2023-03-28,3,35,Suburban,2,Medium,3,Tuesday,0,42
99,32.77,Books,2023-03-15,4,35,Suburban,2,High,3,Wednesday,0,15
99,143.04,Home & Garden,2023-09-23,3,35,Suburban,2,Medium,9,Saturday,0,17
99,178.33,Sports,2023-03-04,3,35,Suburban,2,High,3,Saturday,0,40
99,391.31,Electronics,2023-02-06,2,35,Suburban,2,High,2,Monday,0,22
99,181.95,Fashion,2023-02-27,1,35,Suburban,2,Low,2,Monday,0,30
99,29.98,Books,2023-01-31,2,35,Suburban,2,Medium,1,Tuesday,0,30
99,11.38,Books,2023-01-09,2,35,Suburban,2,Medium,1,Monday,0,23
99,98.41,Home & Garden,2023-01-15,4,35,Suburban,2,nan,1,Sunday,0,37
99,402.63,Sports,2023-01-12,3,35,Suburban,2,Medium,1,Thursday,0,16
99,177.88,Fashion,2023-03-04,3,35,Suburban,2,Medium,3,Saturday,0,51
99,35.98,Books,2023-06-26,4,35,Suburban,2,High,6,Monday,0,27
100,181.89,Fashion,2023-02-18,4,31,Suburban,8,Medium,2,Saturday,0,31
100,194.51,Fashion,2023-03-12,3,31,Suburban,8,nan,3,Sunday,0,60
100,749.26,Electronics,2023-01-19,3,31,Suburban,8,High,1,Thursday,0,29
100,245.4,Sports,2023-04-03,3,31,Suburban,8,Medium,4,Monday,0,23
100,1465.14,Electronics,2023-02-22,2,31,Suburban,8,Medium,2,Wednesday,0,69
100,31.75,Fashion,2023-04-14,1,31,Suburban,8,Low,4,Friday,0,14
100,168.67,Home & Garden,2023-05-27,3,31,Suburban,8,High,5,Saturday,0,37
100,43.98,Sports,2023-06-25,4,31,Suburban,8,High,6,Sunday,0,24
100,60.73,Books,2023-03-05,1,31,Suburban,8,Medium,3,Sunday,0,14
100,69.53,Fashion,2023-09-26,3,31,Suburban,8,Low,9,Tuesday,0,36
100,785.78,Electronics,2023-06-19,1,31,Suburban,8,nan,6,Monday,0,49
100,37.98,Books,2023-01-06,1,31,Suburban,8,Medium,1,Friday,0,30
100,75.6,Home & Garden,2023-05-06,1,31,Suburban,8,High,5,Saturday,0,52
100,36.94,Home & Garden,2023-06-22,2,31,Suburban,8,Low,6,Thursday,0,22
101,115.3,Home & Garden,2023-04-22,2,18,Rural,0,Medium,4,Saturday,0,40
101,20.17,Books,2023-01-03,4,18,Rural,0,High,1,Tuesday,0,33
101,269.16,Sports,2023-04-10,1,18,Rural,0,Medium,4,Monday,0,44
101,118.51,Electronics,2023-03-29,4,18,Rural,0,Medium,3,Wednesday,0,27
101,114.41,Sports,2023-01-06,3,18,Rural,0,Low,1,Friday,0,18
101,1070.4,Electronics,2023-03-27,2,18,Rural,0,Medium,3,Monday,0,42
101,23.07,Books,2023-04-01,4,18,Rural,0,nan,4,Saturday,0,29
101,11.06,Books,2023-04-09,4,18,Rural,0,Medium,4,Sunday,0,37
101,37.01,Books,2023-02-13,3,18,Rural,0,nan,2,Monday,0,30
101,43.37,Fashion,2023-07-15,1,18,Rural,0,nan,7,Saturday,0,32
101,112.31,Fashion,2023-02-09,2,18,Rural,0,nan,2,Thursday,0,49
101,22.89,Books,2023-01-08,2,18,Rural,0,High,1,Sunday,0,30
101,30.12,Fashion,2023-07-10,4,18,Rural,0,Low,7,Monday,0,25
102,11.34,Books,2023-01-19,2,28,Suburban,10,nan,1,Thursday,0,34
102,77.05,Home & Garden,2023-01-05,1,28,Suburban,10,Low,1,Thursday,0,14
102,60.99,Electronics,2024-01-09,4,28,Suburban,10,Low,1,Tuesday,0,13
102,199.09,Home & Garden,2023-01-18,1,28,Suburban,10,Low,1,Wednesday,0,32
102,126.86,Fashion,2023-02-07,3,28,Suburban,10,Medium,2,Tuesday,0,22
103,73.07,Fashion,2023-03-25,3,29,Urban,3,Medium,3,Saturday,0,25
103,88.8,Home & Garden,2023-01-22,4,29,Urban,3,Medium,1,Sunday,0,40
103,183.26,Fashion,2023-12-12,2,29,Urban,3,Low,12,Tuesday,0,38
103,47.83,Books,2023-02-05,4,29,Urban,3,Medium,2,Sunday,0,30
103,174.26,Home & Garden,2023-01-12,2,29,Urban,3,Medium,1,Thursday,0,33
103,241.74,Home & Garden,2023-01-14,3,29,Urban,3,High,1,Saturday,0,30
104,66.22,Sports,2023-01-19,4,22,Urban,19,Low,1,Thursday,0,39
104,324.42,Electronics,2023-01-25,4,22,Urban,19,Low,1,Wednesday,0,43
104,11.56,Books,2023-08-10,3,22,Urban,19,Low,8,Thursday,0,40
104,252.23,Home & Garden,2023-01-18,4,22,Urban,19,Medium,1,Wednesday,0,43
105,210.41,Home & Garden,2023-01-15,3,32,Urban,4,Medium,1,Sunday,0,34
105,155.64,Sports,2023-07-14,2,32,Urban,4,Medium,7,Friday,0,25
105,324.55,Sports,2023-02-27,3,32,Urban,4,Medium,2,Monday,0,34
105,40.49,Books,2023-10-10,1,32,Urban,4,Medium,10,Tuesday,0,31
105,44.99,Books,2023-01-30,4,32,Urban,4,Medium,1,Monday,0,24
105,68.24,Fashion,2023-04-11,2,32,Urban,4,nan,4,Tuesday,0,47
105,242.86,Electronics,2023-01-03,1,32,Urban,4,Low,1,Tuesday,0,50
105,322.71,Sports,2023-06-23,4,32,Urban,4,High,6,Friday,0,34
105,200.9,Home & Garden,2023-04-01,4,32,Urban,4,High,4,Saturday,0,43
105,33.18,Books,2023-01-20,4,32,Urban,4,Low,1,Friday,0,36
105,1387.1,Electronics,2023-04-24,4,32,Urban,4,nan,4,Monday,0,49
105,13.36,Books,2023-04-10,1,32,Urban,4,High,4,Monday,0,34
105,48.57,Books,2023-02-05,2,32,Urban,4,High,2,Sunday,0,23
105,68.91,Fashion,2023-02-17,2,32,Urban,4,Medium,2,Friday,0,22
105,306.67,Electronics,2023-04-10,1,32,Urban,4,Medium,4,Monday,0,40
105,62.46,Home & Garden,2023-06-21,1,32,Urban,4,Low,6,Wednesday,0,35
105,54.81,Fashion,2023-03-28,2,32,Urban,4,Low,3,Tuesday,0,57
105,75.06,Fashion,2023-01-07,2,32,Urban,4,High,1,Saturday,0,29
105,117.83,Home & Garden,2023-03-11,3,32,Urban,4,High,3,Saturday,0,26
105,298.92,Home & Garden,2023-06-19,1,32,Urban,4,Low,6,Monday,0,44
105,126.23,Home & Garden,2023-06-17,4,32,Urban,4,High,6,Saturday,0,31
105,64.78,Fashion,2023-01-17,4,32,Urban,4,High,1,Tuesday,0,24
105,32.92,Sports,2023-01-27,2,32,Urban,4,Low,1,Friday,0,24
105,224.77,Home & Garden,2023-03-12,1,32,Urban,4,Medium,3,Sunday,0,32
105,194.26,Electronics,2023-04-20,3,32,Urban,4,Medium,4,Thursday,0,43
105,41.54,Home & Garden,2023-03-02,4,32,Urban,4,High,3,Thursday,0,35
105,21.34,Fashion,2023-05-07,3,32,Urban,4,High,5,Sunday,0,22
105,39.29,Books,2023-06-17,2,32,Urban,4,Low,6,Saturday,0,49
106,65.36,Books,2023-04-02,3,41,Suburban,7,Medium,4,Sunday,0,22
106,11.17,Books,2023-01-06,2,41,Suburban,7,High,1,Friday,0,22
106,30.03,Fashion,2023-05-02,1,41,Suburban,7,High,5,Tuesday,0,42
106,99.47,Fashion,2023-02-04,2,41,Suburban,7,Low,2,Saturday,0,46
106,101.2,Fashion,2023-03-30,4,41,Suburban,7,Medium,3,Thursday,0,35
106,116.35,Sports,2023-01-29,2,41,Suburban,7,High,1,Sunday,0,19
106,115.95,Fashion,2023-03-20,3,41,Suburban,7,Medium,3,Monday,0,33
106,187.39,Fashion,2023-01-21,3,41,Suburban,7,Medium,1,Saturday,0,19
106,29.48,Home & Garden,2023-07-11,2,41,Suburban,7,High,7,Tuesday,0,55
106,280.79,Home & Garden,2023-02-18,2,41,Suburban,7,Low,2,Saturday,0,37
106,204.93,Home & Garden,2023-03-30,3,41,Suburban,7,High,3,Thursday,0,41
106,193.85,Fashion,2023-04-15,3,41,Suburban,7,Medium,4,Saturday,0,29
106,588.17,Electronics,2023-04-22,3,41,Suburban,7,Low,4,Saturday,0,58
106,91.23,Books,2023-01-29,4,41,Suburban,7,Low,1,Sunday,0,26
106,166.99,Home & Garden,2023-06-11,1,41,Suburban,7,Low,6,Sunday,0,24
106,354.89,Home & Garden,2023-09-17,4,41,Suburban,7,Low,9,Sunday,0,39
106,38.65,Fashion,2023-02-05,4,41,Suburban,7,High,2,Sunday,0,39
106,142.45,Fashion,2023-01-16,3,41,Suburban,7,Low,1,Monday,0,53
106,162.21,Fashion,2023-01-05,3,41,Suburban,7,nan,1,Thursday,0,49
106,181.82,Fashion,2023-01-15,1,41,Suburban,7,Medium,1,Sunday,0,45
106,43.77,Books,2023-03-15,4,41,Suburban,7,Medium,3,Wednesday,0,23
106,63.32,Sports,2023-04-27,2,41,Suburban,7,Medium,4,Thursday,0,24
107,56.16,Fashion,2023-07-09,1,63,Urban,0,High,7,Sunday,0,22
107,82.95,Books,2023-03-19,1,63,Urban,0,Medium,3,Sunday,0,29
107,49.31,Books,2023-03-11,1,63,Urban,0,Low,3,Saturday,0,11
107,230.23,Fashion,2023-04-02,2,63,Urban,0,High,4,Sunday,0,47
108,28.38,Books,2023-01-08,2,37,Suburban,0,Medium,1,Sunday,0,20
108,427.42,Electronics,2023-03-08,1,37,Suburban,0,Low,3,Wednesday,0,26
108,199.75,Home & Garden,2023-07-25,4,37,Suburban,0,Medium,7,Tuesday,0,29
108,112.84,Electronics,2023-05-24,2,37,Suburban,0,Medium,5,Wednesday,0,18
108,11.25,Books,2023-04-08,4,37,Suburban,0,Low,4,Saturday,0,36
108,28.2,Books,2023-01-15,2,37,Suburban,0,High,1,Sunday,0,20
108,605.06,Sports,2023-07-11,3,37,Suburban,0,High,7,Tuesday,0,45
108,235.67,Electronics,2023-07-27,1,37,Suburban,0,High,7,Thursday,0,43
108,22.87,Fashion,2023-11-20,4,37,Suburban,0,Medium,11,Monday,0,24
108,277.93,Fashion,2023-02-08,2,37,Suburban,0,nan,2,Wednesday,0,27
108,42.82,Fashion,2023-04-01,4,37,Suburban,0,Low,4,Saturday,0,22
108,60.85,Home & Garden,2023-05-23,2,37,Suburban,0,Medium,5,Tuesday,0,20
108,109.2,Electronics,2023-03-06,3,37,Suburban,0,Medium,3,Monday,0,27
108,319.05,Electronics,2023-03-29,1,37,Suburban,0,High,3,Wednesday,0,36
108,42.22,Books,2023-01-06,4,37,Suburban,0,Low,1,Friday,0,16
108,125.82,Fashion,2023-05-10,3,37,Suburban,0,Low,5,Wednesday,0,25
108,273.88,Home & Garden,2023-03-17,1,37,Suburban,0,High,3,Friday,0,36
108,489.71,Sports,2023-01-12,4,37,Suburban,0,Medium,1,Thursday,0,38
108,50.7,Fashion,2023-01-24,3,37,Suburban,0,Medium,1,Tuesday,0,4
108,170.07,Home & Garden,2023-02-14,1,37,Suburban,0,Medium,2,Tuesday,0,39
108,48.62,Books,2023-01-30,1,37,Suburban,0,High,1,Monday,0,43
108,231.46,Home & Garden,2023-05-04,1,37,Suburban,0,Low,5,Thursday,0,28
108,154.44,Home & Garden,2023-05-09,1,37,Suburban,0,Low,5,Tuesday,0,15
108,110.26,Books,2023-01-23,2,37,Suburban,0,nan,1,Monday,0,24
108,97.2,Fashion,2023-02-03,4,37,Suburban,0,Medium,2,Friday,0,23
108,439.41,Electronics,2023-01-14,4,37,Suburban,0,Medium,1,Saturday,0,49
108,33.33,Books,2023-02-08,4,37,Suburban,0,High,2,Wednesday,0,19
109,544.18,Electronics,2023-01-31,2,38,Suburban,5,Medium,1,Tuesday,0,36
109,72.59,Home & Garden,2023-02-18,3,38,Suburban,5,Low,2,Saturday,0,48
109,640.04,Electronics,2023-02-05,4,38,Suburban,5,Low,2,Sunday,0,42
109,122.15,Home & Garden,2023-03-19,2,38,Suburban,5,Medium,3,Sunday,0,34
109,33.56,Sports,2023-02-22,2,38,Suburban,5,High,2,Wednesday,0,29
109,243.52,Home & Garden,2023-02-14,3,38,Suburban,5,Low,2,Tuesday,0,44
109,14.72,Books,2023-01-11,2,38,Suburban,5,Low,1,Wednesday,0,34
109,132.52,Fashion,2023-03-28,4,38,Suburban,5,High,3,Tuesday,0,50
109,52.26,Home & Garden,2023-01-04,1,38,Suburban,5,Low,1,Wednesday,0,50
109,150.2,Fashion,2023-06-30,4,38,Suburban,5,Medium,6,Friday,0,35
109,168.06,Sports,2023-02-16,4,38,Suburban,5,Low,2,Thursday,0,32
109,257.25,Sports,2024-03-07,1,38,Suburban,5,Medium,3,Thursday,0,36
109,38.26,Books,2023-01-06,3,38,Suburban,5,Medium,1,Friday,0,25
109,506.56,Fashion,2023-03-26,2,38,Suburban,5,Low,3,Sunday,0,40
110,210.02,Sports,2023-01-02,2,33,Rural,7,Medium,1,Monday,0,19
111,14.04,Books,2025-05-29,3,18,Urban,10,High,5,Thursday,0,23
111,197.02,Home & Garden,2023-09-11,4,18,Urban,10,High,9,Monday,0,41
111,766.3,Electronics,2023-01-01,1,18,Urban,10,Medium,1,Sunday,0,48
111,113.91,Fashion,2023-05-26,2,18,Urban,10,Medium,5,Friday,0,30
111,254.75,Sports,2023-06-05,4,18,Urban,10,Medium,6,Monday,0,38
111,179.98,Fashion,2023-01-28,4,18,Urban,10,Medium,1,Saturday,0,48
112,47.25,Fashion,2023-05-03,4,34,Suburban,4,High,5,Wednesday,0,26
112,47.43,Sports,2023-11-09,2,34,Suburban,4,High,11,Thursday,0,16
113,26.88,Sports,2023-02-18,2,35,Urban,14,Medium,2,Saturday,0,36
113,100.6,Sports,2023-02-24,3,35,Urban,14,Low,2,Friday,0,37
113,18.62,Books,2023-05-11,1,35,Urban,14,Low,5,Thursday,0,37
113,187.91,Home & Garden,2023-06-09,4,35,Urban,14,Low,6,Friday,0,21
113,289.5,Sports,2023-02-03,3,35,Urban,14,nan,2,Friday,0,20
113,92.06,Fashion,2023-04-07,1,35,Urban,14,High,4,Friday,0,34
113,253.34,Home & Garden,2023-01-13,2,35,Urban,14,Medium,1,Friday,0,36
113,69.31,Home & Garden,2023-08-22,4,35,Urban,14,Low,8,Tuesday,0,27
113,112.17,Home & Garden,2023-10-10,2,35,Urban,14,Low,10,Tuesday,0,46
113,548.32,Electronics,2023-06-30,4,35,Urban,14,High,6,Friday,0,39
113,34.88,Books,2023-07-09,3,35,Urban,14,High,7,Sunday,0,42
114,585.21,Electronics,2023-03-26,1,71,Suburban,23,Low,3,Sunday,0,49
114,374.09,Electronics,2023-03-02,4,71,Suburban,23,High,3,Thursday,0,25
114,289.86,Home & Garden,2024-05-05,2,71,Suburban,23,Medium,5,Sunday,0,26
115,76.07,Fashion,2023-02-28,3,32,Urban,18,Medium,2,Tuesday,0,18
115,236.7,Home & Garden,2023-02-28,3,32,Urban,18,High,2,Tuesday,0,38
115,199.49,Sports,2023-06-15,1,32,Urban,18,Medium,6,Thursday,0,34
115,443.19,Electronics,2023-02-01,1,32,Urban,18,High,2,Wednesday,0,51
115,750.06,Electronics,2023-03-28,1,32,Urban,18,Low,3,Tuesday,0,49
115,11.17,Books,2023-03-13,1,32,Urban,18,Medium,3,Monday,0,17
115,350.35,Sports,2023-10-29,3,32,Urban,18,Medium,10,Sunday,0,31
115,230.35,Home & Garden,2023-05-07,2,32,Urban,18,Medium,5,Sunday,0,12
115,266.64,Sports,2023-05-17,4,32,Urban,18,Medium,5,Wednesday,0,37
115,192.45,Electronics,2023-02-03,4,32,Urban,18,Low,2,Friday,0,61
115,198.89,Home & Garden,2023-06-24,4,32,Urban,18,Medium,6,Saturday,0,34
116,213.89,Home & Garden,2025-01-01,3,39,Urban,0,Medium,1,Wednesday,0,35
117,100.42,Fashion,2023-11-07,2,34,Suburban,7,High,11,Tuesday,0,31
117,22.45,Books,2023-07-08,4,34,Suburban,7,Medium,7,Saturday,0,33
117,456.2,Electronics,2023-01-30,4,34,Suburban,7,High,1,Monday,0,36
117,195.15,Home & Garden,2023-01-07,2,34,Suburban,7,Low,1,Saturday,0,39
117,317.34,Sports,2023-04-04,2,34,Suburban,7,Medium,4,Tuesday,0,27
117,164.84,Home & Garden,2023-03-29,1,34,Suburban,7,Low,3,Wednesday,0,25
117,180.17,Fashion,2023-03-17,1,34,Suburban,7,Low,3,Friday,0,20
117,85.3,Home & Garden,2023-04-10,3,34,Suburban,7,Low,4,Monday,0,31
117,20.64,Books,2023-02-25,4,34,Suburban,7,Low,2,Saturday,0,19
117,595.45,Electronics,2023-01-16,4,34,Suburban,7,Medium,1,Monday,0,55
117,108.92,Home & Garden,2023-07-14,1,34,Suburban,7,nan,7,Friday,0,27
118,481.1,Sports,2023-03-15,4,18,Urban,1,Low,3,Wednesday,0,18
118,21.97,Books,2023-01-24,4,18,Urban,1,High,1,Tuesday,0,19
119,179.47,Fashion,2023-05-13,3,52,Urban,3,Low,5,Saturday,0,34
119,179.74,Fashion,2023-02-10,4,52,Urban,3,High,2,Friday,0,39
119,167.68,Electronics,2023-05-26,4,52,Urban,3,Medium,5,Friday,0,36
119,52.56,Fashion,2023-01-30,1,52,Urban,3,nan,1,Monday,0,22
119,60.88,Sports,2023-04-20,3,52,Urban,3,Low,4,Thursday,0,25
119,765.82,Electronics,2023-05-04,2,52,Urban,3,Medium,5,Thursday,0,36
119,202.19,Home & Garden,2023-01-16,2,52,Urban,3,Low,1,Monday,0,39
119,192.38,Home & Garden,2023-02-03,4,52,Urban,3,Medium,2,Friday,0,34
119,44.82,Fashion,2023-03-11,4,52,Urban,3,nan,3,Saturday,0,26
119,590.92,Electronics,2023-04-26,1,52,Urban,3,High,4,Wednesday,0,33
119,353.28,Sports,2023-10-24,3,52,Urban,3,High,10,Tuesday,0,30
119,358.6,Sports,2023-02-14,2,52,Urban,3,Medium,2,Tuesday,0,36
119,284.78,Home & Garden,2023-01-25,3,52,Urban,3,High,1,Wednesday,0,48
120,155.68,Fashion,2023-03-19,4,46,Suburban,51,Medium,3,Sunday,0,34
120,39.1,Books,2023-02-14,4,46,Suburban,51,Low,2,Tuesday,0,27
121,108.63,Fashion,2023-01-18,1,46,Suburban,1,High,1,Wednesday,0,27
121,56.25,Sports,2023-01-28,1,46,Suburban,1,Low,1,Saturday,0,48
121,235.76,Sports,2023-02-22,3,46,Suburban,1,Low,2,Wednesday,0,42
121,160.48,Fashion,2023-01-09,2,46,Suburban,1,Low,1,Monday,0,42
121,25.25,Home & Garden,2023-02-03,4,46,Suburban,1,Medium,2,Friday,0,37
121,259.51,Electronics,2023-09-14,4,46,Suburban,1,Medium,9,Thursday,0,34
121,684.13,Electronics,2023-03-13,4,46,Suburban,1,Low,3,Monday,0,54
121,39.89,Books,2023-03-19,2,46,Suburban,1,High,3,Sunday,0,16
121,125.6,Sports,2023-01-21,1,46,Suburban,1,High,1,Saturday,0,47
121,137.48,Books,2023-02-15,1,46,Suburban,1,nan,2,Wednesday,0,39
121,32.18,Books,2023-09-18,1,46,Suburban,1,Medium,9,Monday,0,35
121,33.57,Fashion,2023-04-21,1,46,Suburban,1,High,4,Friday,0,23
121,146.08,Home & Garden,2023-01-21,1,46,Suburban,1,High,1,Saturday,0,41
121,775.5,Electronics,2023-03-10,1,46,Suburban,1,Low,3,Friday,0,55
121,469.35,Electronics,2023-01-16,4,46,Suburban,1,Medium,1,Monday,0,31
121,110.22,Home & Garden,2023-03-30,4,46,Suburban,1,Medium,3,Thursday,0,25
121,231.89,Home & Garden,2023-02-15,3,46,Suburban,1,Low,2,Wednesday,0,23
121,21.33,Books,2023-04-01,1,46,Suburban,1,Low,4,Saturday,0,35
121,352.52,Electronics,2023-01-22,2,46,Suburban,1,Medium,1,Sunday,0,35
121,80.43,Sports,2023-02-11,2,46,Suburban,1,Low,2,Saturday,0,52
122,327.49,Sports,2023-06-24,4,21,Suburban,8,Low,6,Saturday,0,20
122,203.71,Sports,2023-03-11,3,21,Suburban,8,Medium,3,Saturday,0,24
122,734.45,Electronics,2023-03-11,2,21,Suburban,8,High,3,Saturday,0,43
122,720.04,Electronics,2023-06-06,4,21,Suburban,8,High,6,Tuesday,0,49
122,124.45,Home & Garden,2023-05-19,4,21,Suburban,8,Medium,5,Friday,0,38
122,144.7,Sports,2023-03-29,1,21,Suburban,8,Medium,3,Wednesday,0,33
122,33.86,Books,2023-06-14,1,21,Suburban,8,Medium,6,Wednesday,0,34
122,41.01,Fashion,2023-03-18,4,21,Suburban,8,Low,3,Saturday,0,31
122,171.47,Sports,2023-05-25,1,21,Suburban,8,Low,5,Thursday,0,43
122,11.45,Books,2023-05-11,4,21,Suburban,8,High,5,Thursday,0,24
122,328.45,Electronics,2023-05-10,4,21,Suburban,8,Medium,5,Wednesday,0,31
122,36.07,Books,2023-05-26,2,21,Suburban,8,High,5,Friday,0,37
123,113.51,Home & Garden,2023-02-27,4,56,Suburban,11,High,2,Monday,0,47
123,285.93,Sports,2023-10-23,4,56,Suburban,11,Low,10,Monday,0,28
123,730.15,Electronics,2023-01-09,4,56,Suburban,11,Medium,1,Monday,0,45
123,156.14,Fashion,2023-03-10,3,56,Suburban,11,Medium,3,Friday,0,28
123,132.02,Home & Garden,2023-08-15,3,56,Suburban,11,Medium,8,Tuesday,0,37
123,1942.12,Electronics,2023-02-08,4,56,Suburban,11,Medium,2,Wednesday,0,47
123,63.09,Fashion,2023-01-29,2,56,Suburban,11,nan,1,Sunday,0,27
123,151.29,Fashion,2023-02-14,3,56,Suburban,11,High,2,Tuesday,0,26
123,89.85,Fashion,2023-02-06,4,56,Suburban,11,nan,2,Monday,0,28
123,378.61,Sports,2023-01-14,1,56,Suburban,11,Low,1,Saturday,0,11
123,241.08,Sports,2023-07-15,4,56,Suburban,11,Low,7,Saturday,0,54
123,20.13,Books,2023-03-16,2,56,Suburban,11,Low,3,Thursday,0,5
123,224.89,Electronics,2023-02-07,1,56,Suburban,11,Low,2,Tuesday,0,38
123,62.09,Electronics,2023-02-13,3,56,Suburban,11,Medium,2,Monday,0,18
123,35.73,Home & Garden,2023-01-25,3,56,Suburban,11,Medium,1,Wednesday,0,18
123,164.58,Fashion,2023-05-16,3,56,Suburban,11,Medium,5,Tuesday,0,34
123,316.65,Electronics,2023-02-04,2,56,Suburban,11,nan,2,Saturday,0,42
123,132.92,Sports,2023-07-10,1,56,Suburban,11,nan,7,Monday,0,21
123,250.37,Electronics,2023-01-26,1,56,Suburban,11,Low,1,Thursday,0,23
123,261.64,Sports,2023-01-25,2,56,Suburban,11,High,1,Wednesday,0,21
123,18.58,Home & Garden,2023-05-03,3,56,Suburban,11,Medium,5,Wednesday,0,32
123,33.65,Books,2023-08-08,2,56,Suburban,11,Medium,8,Tuesday,0,20
123,11.41,Books,2023-06-04,4,56,Suburban,11,High,6,Sunday,0,43
123,31.99,Books,2023-03-06,4,56,Suburban,11,Low,3,Monday,0,19
123,21.98,Fashion,2023-01-17,1,56,Suburban,11,High,1,Tuesday,0,35
123,361.68,Sports,2023-08-08,4,56,Suburban,11,High,8,Tuesday,0,51
124,477.64,Electronics,2023-03-06,1,18,Suburban,14,High,3,Monday,0,39
124,425.22,Fashion,2023-02-22,1,18,Suburban,14,nan,2,Wednesday,0,19
124,120.42,Fashion,2023-01-10,3,18,Suburban,14,Medium,1,Tuesday,0,36
124,238.55,Sports,2023-03-26,3,18,Suburban,14,Low,3,Sunday,0,31
124,265.13,Electronics,2023-01-18,2,18,Suburban,14,Low,1,Wednesday,0,34
124,21.41,Books,2023-08-25,2,18,Suburban,14,Medium,8,Friday,0,46
124,135.34,Sports,2023-02-09,4,18,Suburban,14,Low,2,Thursday,0,32
125,229.17,Sports,2023-05-14,1,43,Urban,9,High,5,Sunday,0,39
125,125.87,Fashion,2023-02-25,1,43,Urban,9,Low,2,Saturday,0,25
125,499.16,Electronics,2023-02-21,3,43,Urban,9,nan,2,Tuesday,0,35
125,755.91,Electronics,2023-03-25,3,43,Urban,9,High,3,Saturday,0,54
126,22.68,Books,2023-02-03,3,67,Urban,0,Low,2,Friday,0,31
126,13.92,Books,2023-01-06,3,67,Urban,0,Medium,1,Friday,0,33
126,129.21,Sports,2023-02-26,3,67,Urban,0,Medium,2,Sunday,0,42
126,604.61,Electronics,2023-02-10,3,67,Urban,0,Medium,2,Friday,0,56
126,242.04,Fashion,2023-06-08,1,67,Urban,0,Medium,6,Thursday,0,22
127,174.71,Fashion,2023-03-07,2,20,Urban,4,Low,3,Tuesday,0,28
127,195.54,Fashion,2023-01-25,2,20,Urban,4,High,1,Wednesday,0,48
127,113.17,Fashion,2023-11-24,4,20,Urban,4,Medium,11,Friday,0,51
127,36.02,Fashion,2023-09-08,2,20,Urban,4,High,9,Friday,0,28
127,16.26,Books,2023-04-07,1,20,Urban,4,High,4,Friday,0,32
127,290.89,Home & Garden,2023-01-19,2,20,Urban,4,Low,1,Thursday,0,38
127,35.37,Fashion,2023-01-22,2,20,Urban,4,Low,1,Sunday,0,32
127,266.07,Sports,2023-07-13,3,20,Urban,4,High,7,Thursday,0,37
128,20.53,Home & Garden,2023-04-09,2,26,Rural,8,nan,4,Sunday,0,44
129,60.71,Fashion,2023-06-18,2,36,Suburban,1,Medium,6,Sunday,0,13
129,200.47,Electronics,2023-02-07,2,36,Suburban,1,Low,2,Tuesday,0,26
129,768.48,Electronics,2023-01-09,1,36,Suburban,1,Low,1,Monday,0,49
130,52.51,Fashion,2023-05-02,1,27,Urban,5,Low,5,Tuesday,0,25
130,132.07,Electronics,2023-07-12,3,27,Urban,5,Medium,7,Wednesday,0,35
130,281.95,Home & Garden,2023-07-04,3,27,Urban,5,Medium,7,Tuesday,0,45
130,138.68,Fashion,2023-03-06,4,27,Urban,5,High,3,Monday,0,48
130,107.01,Fashion,2023-01-13,2,27,Urban,5,Low,1,Friday,0,34
130,95.92,Fashion,2023-01-23,4,27,Urban,5,Low,1,Monday,0,46
130,165.84,Home & Garden,2023-06-11,3,27,Urban,5,Medium,6,Sunday,0,34
130,412.3,Electronics,2024-01-17,3,27,Urban,5,High,1,Wednesday,0,34
130,127.3,Sports,2023-01-19,4,27,Urban,5,Medium,1,Thursday,0,16
130,457.65,Sports,2023-02-23,4,27,Urban,5,nan,2,Thursday,0,28
130,74.93,Home & Garden,2023-04-06,1,27,Urban,5,Medium,4,Thursday,0,31
130,26.12,Books,2023-04-30,4,27,Urban,5,Low,4,Sunday,0,30
130,166.33,Fashion,2023-01-14,3,27,Urban,5,Low,1,Saturday,0,35
131,109.63,Fashion,2023-06-17,1,18,Urban,0,High,6,Saturday,0,50
131,19.72,Books,2023-08-02,2,18,Urban,0,Medium,8,Wednesday,0,37
131,38.44,Books,2023-06-06,1,18,Urban,0,Medium,6,Tuesday,0,38
131,388.43,Home & Garden,2023-02-14,4,18,Urban,0,High,2,Tuesday,0,55
131,208.03,Home & Garden,2023-11-09,3,18,Urban,0,High,11,Thursday,0,30
131,776.73,Electronics,2023-07-24,4,18,Urban,0,Low,7,Monday,0,38
131,687.82,Electronics,2023-01-12,2,18,Urban,0,High,1,Thursday,0,54
131,459.96,Electronics,2023-05-19,1,18,Urban,0,Medium,5,Friday,0,42
131,700.97,Sports,2023-03-18,4,18,Urban,0,Medium,3,Saturday,0,41
132,27.18,Books,2023-01-18,4,36,Rural,0,Medium,1,Wednesday,0,29
132,47.88,Books,2023-01-28,2,36,Rural,0,Medium,1,Saturday,0,29
132,300.38,Sports,2023-08-31,1,36,Rural,0,Low,8,Thursday,0,34
132,79.1,Electronics,2023-06-27,3,36,Rural,0,Medium,6,Tuesday,0,31
132,114.93,Home & Garden,2023-03-18,1,36,Rural,0,Medium,3,Saturday,0,29
132,346.05,Sports,2023-01-02,1,36,Rural,0,Medium,1,Monday,0,41
